ID,Тип_покупки,Категория,Название,Адрес,Город,Телефон,Email,Сайт,Заметки,Приоритет,Источник,Верифицировано,Доверие,Дата_проверки,Источник_проверки,Халяль_нужен,Холодная_цепочка,Текущий_поставщик_лаваша,Сезонность
R363,Институциональный,Catering Escolar/Hospitalario,Aramark Servicios de Catering SLU,"Calle Aribau 195, planta 5",Barcelona,932 402 141,inforecepcion@aramark.es,https://www.aramark.es,"[ДУБЛИКАТ → СЛИТ С R310] Multinacional. 350.000 personas/día en >1.000 instalaciones España. Sectores: educación K-12, salud, empresas. Contacto comercial vía recepción central Barcelona.",3,aramark.es,Дубликат,3,2026-05-28,,,,,Круглый год
R364,Институциональный,Институциональный-Школьное питание,CATASA Catering Catalunya S.L.,Centro logístico Barcelona (consultar web),Barcelona,—,info@catasa.es,https://catasa.es,Adjudicataria habitual en licitaciones Generalitat (Departament d'Educació). Catering para colegios en Madrid y Cataluña. Acceso vía contacto comercial web.,3,catasa.es / gobierto.es,Частично,3,2026-05-28,,,,,Круглый год
R365,Институциональный,Институциональный-Школьное питание,Catering Cantábrico (cantabrico.cat),Polígono industrial — consultar,Barcelona,—,info@cantabrico.cat,https://cantabrico.cat/es/,Empresa de comedor escolar en Barcelona y área metropolitana. Listada entre las 5 principales de BCN. Contacto comercial vía formulario web.,3,cantabrico.cat,Частично,3,2026-05-28,,,,,Круглый год
R366,Институциональный,Институциональный-Школьное питание,Gumen Catering,Barcelona,Barcelona,—,info@gumencatering.com,https://gumencatering.com,Catering específico para escuelas Barcelona. Contacto vía formulario web.,3,gumencatering.com,Частично,3,2026-05-28,,,,,Круглый год
R367,Институциональный,Институциональный-Школьное питание,Catering Alcalá (Barcelona),Barcelona,Barcelona,—,info@cateringalcala.com,https://www.cateringalcala.com,Especializado en colegios y colectividades en BCN. Contacto vía web.,3,cateringalcala.com,Частично,3,2026-05-28,,,,,Круглый год
R368,Розница,Розница-Муниципальный рынок (paradistas),Mercat Municipal de Lloret de Mar,Carrer dels Indians (edificio rehabilitado 2024-2025),Lloret de Mar (Girona),972 361 800,comerc@lloret.cat,https://www.lloret.cat/ca/seccions/comerc/mercat-municipal,Mercado fijo del pueblo. Reformado y reabierto. Para alquiler de parada o paradista nuevo: Departament de Comerç Ajuntament 972 361 912. Hay además mercat setmanal (semanal) en plaza. Posibilidad real de paradista propia para lavash fresco o partnership con paradista de embutidos/deli existente.,5,lloret.cat,Частично,3,2026-05-28,,,,,Круглый год
R369,Розница,Mercado Semanal,Mercat Setmanal de Lloret de Mar,Plaça (consultar Ajuntament),Lloret de Mar (Girona),972 361 912,comerc@lloret.cat,https://www.lloret.cat/ca/seccions/comerc/mercat-municipal-set,Mercadillo semanal — gestionado por Departament de Comerç del Ajuntament de Lloret. Las autorizaciones de paradista no sedentari se otorgan por concurso/convocatoria. Vía rápida: contactar comerc@lloret.cat.,5,lloret.cat,Частично,3,2026-05-28,,,,,Круглый год
R370,Розница,Розница-Муниципальный рынок (paradistas),Mercat Municipal d'Abastos de Blanes,Carrer de Mas Enlaire,Blanes (Girona),972 379 300,ajuntament@blanes.net,https://www.blanes.cat,Mercado fijo de Blanes. Administración a través del Ajuntament. Bueno por proximidad (15 min de Lloret). Posible partnership con paradistas de carnicería/charcutería.,5,blanes.cat / metrae.es,Частично,3,2026-05-28,,,,,Круглый год
R371,Розница,Розница-Муниципальный рынок (paradistas),Mercat del Lleó (Girona),Plaça Francesc Calvet i Rubalcaba,Girona,972 419 010,info@mercatlleo.cat,https://www.mercatlleo.cat,"Mercado principal de Girona. 60 paradas: 11 carnicerías, 10 frutas-verduras, 9 pescado, 7 aves/caza, 5 platos cocinados, 15 otros. Excelente para partnership con paradistas de embutidos/charcutería o tienda gourmet. Solicitud de parada vía Ajuntament Girona Comerç.",5,mercatlleo.cat,Частично,3,2026-05-28,,,,,Круглый год
R372,Розница,Розница-Муниципальный рынок (paradistas),Mercat Municipal de Salt,Avinguda Països Catalans 192,Salt (Girona),972 233 826,info@mercatdesalt.com,https://mercatdesalt.com,"Mercado municipal de Salt (barrio multicultural, alto % población inmigrante — perfil cliente lavash existente). Lunes-sábado 8-14h. Posibilidad alta de parada étnica/oriental. Contacto directo administración.",5,mercatdesalt.com,Частично,3,2026-05-28,,,,,Круглый год
R373,Розница,Розница-Муниципальный рынок (paradistas),Mercat Municipal de Calella,Centro de Calella,Calella (Barcelona),937 663 030,info@calella.cat,https://www.calella.cat,Mercado fijo permanente martes-sábado. Productos frescos de la comarca del Maresme. Ajuntament gestiona autorizaciones. Bueno para presencia en Maresme/costa norte.,4,calella.cat,Частично,3,2026-05-28,,,,,Круглый год
R374,Розница,Mercado Semanal,Mercat Setmanal de Calella,Pàrquing Plaça del Mercat,Calella (Barcelona),937 663 030,info@calella.cat,https://www.calella.cat/actualitat/agenda/6749-mercat-setmanal.html,Mercadillo sábados ~70 paradas. Predominante fruta/verdura/ropa. Convocatorias de paradista por Ajuntament. Posible parada étnica.,4,calella.cat,Частично,3,2026-05-28,,,,,Круглый год
R375,Розница,Розница-Муниципальный рынок (paradistas),Mercat de Sant Josep — La Boqueria,La Rambla 91,Barcelona,934 132 303,boqueria@bcn.cat,https://www.boqueria.barcelona,"El mercado más famoso de España. Asociación de Comerciantes: 933 040 270. Las paradas se transmiten por traspaso (no por alquiler municipal directo) — entrada como producto via paradistas existentes (delicatessen, panadería oriental).",2,boqueria.barcelona / mercats bcn,Частично,3,2026-05-28,,,,,Круглый год
R376,Розница,Розница-Муниципальный рынок (paradistas),Mercat de Santa Caterina,Av. Francesc Cambó 16,Barcelona,933 195 740,info@mercatsantacaterina.com,https://mercatsantacaterina.com,"Centro Barcelona, alta rotación turística + residentes Born/Ribera. Buen perfil para producto premium/étnico. Acceso vía paradista existente o convocatoria municipal.",3,mercatsantacaterina.com,Частично,3,2026-05-28,,,,,Круглый год
R377,Розница,Розница-Муниципальный рынок (paradistas),Mercat de la Llibertat (Gràcia),Plaça de la Llibertat 27,Barcelona,932 170 995,info@mercatllibertat.cat,https://mercatllibertat.cat,Mercado del barrio de Gracia. Servicio a domicilio: 933 687 946. Buen barrio (perfil clase media-alta consumidora). Acceso vía paradista de deli/panadería.,3,mercatllibertat.cat,Частично,3,2026-05-28,,,,,Круглый год
R378,Розница,Розница-Муниципальный рынок (paradistas),Mercat de la Concepció,Carrer Aragó 313-317,Barcelona,—,info@laconcepcio.cat,https://www.laconcepcio.cat,Mercado Eixample Dret. Servicios al cliente premium. Acceso vía paradista existente. Buen perfil clientela.,3,laconcepcio.cat,Частично,3,2026-05-28,,,,,Круглый год
R379,Розница,Mercado Cultural/Centro,El Born CCM — Mercat del Born,Pl. Comercial 12,Barcelona,932 566 851,elborn@bcn.cat,https://elbornculturaimemoria.barcelona.cat,Antiguo mercado convertido en centro cultural. No es mercado activo de alimentos — pero acoge ferias gastronómicas y eventos. Posibilidad de pop-up/feria. Contacto vía centro cultural.,2,bcn.cat,Частично,3,2026-05-28,,,,,Круглый год
R380,Розница,Mercado Ecológico,Mercado Ecológico de Girona,Plaça Salvador Espriú (junto al Mercat del Lleó),Girona,972 419 008,—,—,"Mercado eco semanal — jueves mañanas. Solo productores ecológicos de la región Girona. Si L-Lavash certifica versión bio/eco, canal natural. Contacto vía Mercat del Lleó.",4,mercadillosemanal.com,Частично,3,2026-05-28,,,,,Круглый год
R381,Розница,Mercado Ecológico,merCAT Ecològic Pedralbes Centre,"Av. Diagonal 609-615, Pedralbes Centre",Barcelona,932 410 011,info@pedralbescentre.com,https://barcelonashoppingcity.com/agenda/mercado-ecologico-de-pedralbes-centre/,Mercado eco en centro comercial Pedralbes. Agricultores catalanes ofreciendo productos km0. Perfil clientela alta. Acceso vía gerencia centro comercial.,3,pedralbescentre.com,Частично,3,2026-05-28,,,,,Круглый год
R382,Розница,Mercado Slow Food,Mercat de la Terra Slow Food Barcelona,"Jardins de les Tres Xemeneies, Poble-sec",Barcelona,—,info@slowfoodbarcelona.org,https://www.slowfoodbarcelona.org,"Asociación Slow Food Barcelona Vázquez Montalbán. Productores km0 y artesanos directos. Encaja con storytelling de L-Lavash (artesanal, sin conservantes). Inscripción como productor vía la asociación.",4,slowfoodbarcelona.org,Частично,3,2026-05-28,,,,,Круглый год
R383,Розница,Розница-Сетевой ритейл (B2B опт),Bonpreu / Esclat (Grup Bon Preu SAU),"Carretera de Manlleu km1.5, Les Masies de Voltregà",Osona (Barcelona),934 764 293,info@bonpreuesclat.cat,https://www.bonpreuesclat.cat,"Cadena catalana líder >250 tiendas. PROGRAMA KM0 ACTIVO: 600 productores locales, 2.400 referencias, 314M€ ventas locales 2023, crecimiento +12% anual. Vía de entrada REAL para productor catalán pequeño-medio. Buscar 'producto de proximidad' en sección Compromiso. Solicitud vía centralita.",4,bonpreuesclat.cat / viaempresa.cat,Частично,3,2026-05-28,,,,,Круглый год
R384,Розница,Розница-Сетевой ритейл (B2B опт),Caprabo (Grupo Eroski),"Av. Estany de la Messeguera 40-44, El Prat de Llobregat",Barcelona,932 561 026,—,https://www.caprabo.com,~290 tiendas BCN y Catalunya. Compromiso explícito con productores locales — sección 'producto local por territorio' en web. Alta de proveedor vía portal Eroski SIP (proveedores.eroski.es) — 944 943 444. Sistema centralizado pero canal abierto.,4,caprabo.com / proveedores.eroski.es,Частично,3,2026-05-28,,,,,Круглый год
R385,Розница,Розница-Сетевой ритейл (B2B опт),Veritas Supermercados (BIO),"Rambla Catalunya 86, principal",Barcelona,930 346 443,info@veritas.es,https://www.veritas.es/pro/,"~70 tiendas eco/bio Catalunya y España. CANAL B2B: Veritas Food Service abastece >3.500 centros (colegios, hoteles, hospitales). Trabajan con pequeños/medianos productores locales que comparten filosofía bio. Requiere certificación ecológica. Excelente fit si L-Lavash desarrolla línea bio.",4,veritas.es,Частично,3,2026-05-28,,,,,Круглый год
R386,Розница,Розница-Сетевой ритейл (B2B опт),Condis Supermercats SAU,"Calle del Mig 72, Montcada i Reixac",Barcelona,935 653 400,info@condis.es,https://www.condis.es,"Cadena familiar Catalunya 1961, ~600 puntos (Condis + Condis Express). Enfoque en proximidad, productos locales y frescos. Sede en Montcada. Contacto comercial vía centralita.",4,condis.es,Частично,3,2026-05-28,,,,,Круглый год
R387,Розница,Розница-Сетевой ритейл (B2B опт),Sorli Discau (Grupo Sorli),"Polígono Industrial Circuit de Catalunya, Ctra. de Montmeló 108-120, 08403",Granollers (Barcelona),935 610 300,info@sorli.com,https://www.sorli.com,"Cadena Catalunya especializada en frescos. Sede Granollers. Departamentos especializados (almacén frutas, almacén pescado). Atención cliente 900 402 403. Alta como proveedor vía centralita corporativa.",4,sorli.com,Частично,3,2026-05-28,,,,,Круглый год
R388,Розница,Розница-Сетевой ритейл (B2B опт),Plusfresc (Supsa Supermercats Pujol S.L.),"Polígono Industrial 'El Segre', parcela 307A, 25191",Lleida,973 205 100,info@plusfresc.cat,https://www.plusfresc.cat,"Líder supermercados Lleida y comarca. Sede Lleida. Contacto comercial 973 205 100; atención cliente 900 300 192. Cadena familiar, abierta a productores locales catalanes.",4,plusfresc.cat,Частично,3,2026-05-28,,,,,Круглый год
R389,Розница,Розница-Сетевой ритейл (B2B опт),Casa Ametller (Ametller Origen),"Av. Mare de Déu de Montserrat 67-71-77, Olèrdola",Barcelona,938 264 004,casaametller@casaametller.net,https://www.ametllerorigen.com,Cadena gourmet/proximidad Catalunya. Modelo de integración vertical — 1.200ha propias + 350 familias agricultoras y cooperativas. Distribución sin intermediarios. Requisito alto de calidad/storytelling. Contacto vía sede.,3,ametllerorigen.com,Частично,3,2026-05-28,,,,,Круглый год
R390,Розница,Розница-Сетевой ритейл (B2B опт),La Sirena (Alimentación Congelada SAU),Viladecavalls,Barcelona,937 454 300,—,https://www.lasirena.es,~200+ tiendas. Especialista congelados. Si L-Lavash desarrolla versión congelada (lavash precocido o pizzas-lavash) — canal natural. Alta proveedor vía centralita corporativa.,2,lasirena.es,Частично,3,2026-05-28,,,,,Круглый год
R391,Розница,Розница-Сетевой ритейл (B2B опт),Valvi / Spar / Eurospar / Suma Catalunya,Sede comercial Girona,Girona,—,—,https://spar.es/contacto/,Valvi Supermercats opera 125 tiendas como Spar/Eurospar/Spar Express/Suma/Superestalvi en Girona/BCN/Baleares. Proveedor exclusivo: Transgourmet Ibérica. Para entrar como producto local — vía Transgourmet o gerencia Valvi (Girona). Spar nacional: 914 908 900.,3,spar.es / transgourmet.es,Частично,3,2026-05-28,,,,,Круглый год
R392,Розница,Розница-Сетевой ритейл (B2B опт),Suma Supermercados (BCN),Carrer Muntaner,Barcelona,—,info@sumasupermercados.es,https://www.sumasupermercados.es,Cadena fundada en BCN 2000. >100 centros Catalunya. Modelo proximidad. Contacto vía web.,3,sumasupermercados.es,Частично,3,2026-05-28,,,,,Круглый год
